key	xv_c	xv_p	xvc_c	xvc_p	xviii_c	xviii_p	xix_c	xix_p
1__1-4-6-10	1	0.0109902187054	0	0	0	0	0	0
1-10__1-6-10	1	0.0109902187054	0	0	0	0	0	0
1-10__2-7-9-10	0	0	0	0	0	0	1	0.00345447008429
1-10__3-10	1	0.0109902187054	0	0	0	0	0	0
1-10__3-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-10__3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-10__2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-10__4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-10__2-4-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-10__2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-10__2-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-6-10__1-2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-6-10__1-2-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-6-10__2-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-10__4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-7-10__2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-7-8-10__1-2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-7-8-10__2-4-5-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-4-5-6-7-8-9-10__2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-8-10__1-6-9	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-6-8-10__2-3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-8-10__3-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-5-6-8-9-10__3-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-6-9-10__2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-8-10__2-4-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-5-8-9-10__1-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__1-2-3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__1-2-4-6-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-4-6-10__1-2-4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__1-2-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__1-2-4-6-9-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-4-6-10__1-2-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-10__1-2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__1-3-5-7-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-4-6-10__1-3-6-10	1	0.0109902187054	2	0.00304780481858	0	0	2	0.00690894016858
1-2-3-4-6-10__1-3-6-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-4-6-10__1-3-6-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-10__1-3-7-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-4-6-10__1-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-10__1-4-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-10__1-4-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-4-6-10__2-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-4-6-10__2-4-5-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-4-6-10__2-4-5-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-10__2-4-6-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-10__2-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__2-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__2-4-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-10__2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__2-6-10	0	0	2	0.00304780481858	0	0	2	0.00690894016858
1-2-3-4-6-10__3-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__3-6-10	2	0.0219804374107	4	0.00609560963716	0	0	1	0.00345447008429
1-2-3-4-6-10__3-6-7-10	0	0	1	0.00152390240929	0	0	2	0.00690894016858
1-2-3-4-6-10__3-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-10__3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-10__4-6-10	0	0	2	0.00304780481858	0	0	3	0.0103634102529
1-2-3-4-6-10__6-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-7-10__1-3-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-4-6-7-10__1-4-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-10__1-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-7-10__2-4-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-7-10__2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-10__2-5-6-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-10__4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-8-10__2-3-5-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-7-8-10__2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-8-10__3-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-8-10__3-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-8-9-10__1-2-3-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-8-9-10__2-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-7-9-10__2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__1-2-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__1-2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__1-3-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__1-4-6-10	0	0	3	0.00457170722787	0	0	0	0
1-2-3-4-6-8-10__1-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__1-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__2-3-4-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__2-3-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-8-10__2-3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-8-10__2-4-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__2-4-6-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-8-10__2-4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__2-4-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-8-10__2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__2-6-10	0	0	3	0.00457170722787	0	0	2	0.00690894016858
1-2-3-4-6-8-10__2-6-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__3-6-10	0	0	0	0	0	0	2	0.00690894016858
1-2-3-4-6-8-10__3-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__4-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-6-8-10__4-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-8-10__4-8-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-4-6-8-9-10__2-3-6-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-4-6-8-9-10__4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-9__1-6-8-10	0	0	0	0	1	0.0257267815796	1	0.00345447008429
1-2-3-4-6-9-10__2-4-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-6-9-10__2-6-10	2	0.0219804374107	0	0	0	0	0	0
1-2-3-4-6-9-10__4-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-4-7-10__4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-7-8-10__1-4-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-7-8-10__1-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__1-2-3-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__1-2-4-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__1-2-4-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__1-3-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__1-3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__1-3-6-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-4-8-10__1-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__1-4-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__1-4-8-10	0	0	3	0.00457170722787	0	0	1	0.00345447008429
1-2-3-4-8-10__2-4-5-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__2-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__2-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__2-4-6-8-10	1	0.0109902187054	2	0.00304780481858	0	0	1	0.00345447008429
1-2-3-4-8-10__2-4-8-10	1	0.0109902187054	4	0.00609560963716	1	0.0257267815796	5	0.0172723504214
1-2-3-4-8-10__2-5-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-4-8-10__2-6-10	0	0	4	0.00609560963716	0	0	0	0
1-2-3-4-8-10__2-6-7-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-4-8-10__2-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__3-4-8-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-4-8-10__3-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__3-6-10	1	0.0109902187054	3	0.00457170722787	0	0	1	0.00345447008429
1-2-3-4-8-10__3-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__3-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-2-3-4-8-10__4-5-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-4-8-10__4-5-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-10__4-6-8-10	0	0	1	0.00152390240929	0	0	2	0.00690894016858
1-2-3-4-8-10__4-8-10	0	0	4	0.00609560963716	0	0	0	0
1-2-3-4-8-10__6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-4-8-9-10__1-2-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-9-10__2-3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-4-8-9-10__4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-10__1-2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-10__1-2-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-10__1-2-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-10__1-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-10__2-4-6-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-5-10__3-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__1-2-3-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__1-2-3-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__1-3-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-10__1-3-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-5-6-10__1-4-6-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__1-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__2-3-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__2-4-6-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-5-6-10__2-4-6-8-10	1	0.0109902187054	0	0	1	0.0257267815796	0	0
1-2-3-5-6-10__2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-10__2-5-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__2-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-10__2-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-5-6-10__3-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-10__3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-10__4-6-8-10	0	0	0	0	1	0.0257267815796	1	0.00345447008429
1-2-3-5-6-10__4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-7-10__1-2-3-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-7-10__1-2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-7-10__1-3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-7-10__1-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-7-10__3-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-7-9__4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-8-10__1-3-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-8-10__1-3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-8-10__1-3-6-9-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-5-6-8-10__1-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-8-10__1-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-8-10__2-3-6-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-5-6-8-10__2-3-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-6-8-10__2-4-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-5-6-8-10__2-4-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-5-6-8-10__2-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-8-10__2-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-8-10__2-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-8-10__2-6-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-5-6-8-10__3-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-8-10__3-6-7-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-5-6-8-10__6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-6-8-10__6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-5-6-9-10__6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__1-3-5-6-8-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-5-7-10__1-3-6-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-5-7-10__1-4-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__1-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__2-3-4-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__2-4-6-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-5-7-10__2-4-8-10	1	0.0109902187054	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__3-4-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__4-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-10__6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-7-10__6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-5-7-8-10__2-3-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-7-8-10__2-4-6-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-5-7-8-10__3-5-6-8-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-5-7-8-10__4-5-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-8__1-2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-8-10__1-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-8-10__2-3-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-8-10__2-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-8-10__4-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-8-10__6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-9__1-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-5-9-10__1-2-6-7-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6__2-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-2-3-4-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-2-3-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-2-3-6-10	0	0	1	0.00152390240929	0	0	3	0.0103634102529
1-2-3-6-10__1-2-3-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-2-4-5-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-10__1-2-4-5-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-2-4-6-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-2-3-6-10__1-2-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-2-4-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-2-4-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-2-4-8-10	1	0.0109902187054	1	0.00152390240929	0	0	4	0.0138178803372
1-2-3-6-10__1-2-6-10	0	0	4	0.00609560963716	0	0	2	0.00690894016858
1-2-3-6-10__1-2-6-8-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-2-3-6-10__1-2-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-3-4-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-6-10__1-3-4-6-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-3-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-3-6-10	3	0.0329706561161	6	0.00914341445574	2	0.0514535631592	12	0.0414536410115
1-2-3-6-10__1-3-6-8-10	0	0	3	0.00457170722787	1	0.0257267815796	0	0
1-2-3-6-10__1-3-6-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-3-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-4-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-4-5-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__1-4-6-10	1	0.0109902187054	2	0.00304780481858	1	0.0257267815796	2	0.00690894016858
1-2-3-6-10__1-4-6-7-10	0	0	1	0.00152390240929	0	0	2	0.00690894016858
1-2-3-6-10__1-4-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-6-10__1-4-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-4-8-10	1	0.0109902187054	6	0.00914341445574	1	0.0257267815796	6	0.0207268205057
1-2-3-6-10__1-6-10	0	0	1	0.00152390240929	0	0	4	0.0138178803372
1-2-3-6-10__1-6-7-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-2-3-6-10__1-6-8-10	0	0	1	0.00152390240929	0	0	2	0.00690894016858
1-2-3-6-10__2-3-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__2-3-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__2-3-5-6-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-10__2-3-6-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-2-3-6-10__2-3-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__2-3-6-8-10	0	0	4	0.00609560963716	0	0	0	0
1-2-3-6-10__2-3-6-8-9-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-10__2-4-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__2-4-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__2-4-6-10	1	0.0109902187054	9	0.0137151216836	0	0	4	0.0138178803372
1-2-3-6-10__2-4-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__2-4-6-7-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-2-3-6-10__2-4-6-8-10	0	0	3	0.00457170722787	1	0.0257267815796	0	0
1-2-3-6-10__2-4-6-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__2-4-8-10	1	0.0109902187054	7	0.010667316865	2	0.0514535631592	13	0.0449081110958
1-2-3-6-10__2-4-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__2-5-6-10	2	0.0219804374107	0	0	0	0	1	0.00345447008429
1-2-3-6-10__2-6-10	3	0.0329706561161	9	0.0137151216836	0	0	8	0.0276357606743
1-2-3-6-10__2-6-7-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-6-10__2-6-7-8-10	1	0.0109902187054	2	0.00304780481858	0	0	2	0.00690894016858
1-2-3-6-10__2-6-8-10	2	0.0219804374107	5	0.00761951204645	1	0.0257267815796	11	0.0379991709272
1-2-3-6-10__2-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__3-4-6-10	0	0	0	0	0	0	3	0.0103634102529
1-2-3-6-10__3-4-6-8-10	0	0	0	0	1	0.0257267815796	1	0.00345447008429
1-2-3-6-10__3-4-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__3-5-6-10	0	0	0	0	0	0	2	0.00690894016858
1-2-3-6-10__3-5-7-10	0	0	0	0	0	0	2	0.00690894016858
1-2-3-6-10__3-5-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__3-6-10	4	0.0439608748214	14	0.0213346337301	1	0.0257267815796	25	0.0863617521072
1-2-3-6-10__3-6-7-10	0	0	3	0.00457170722787	0	0	2	0.00690894016858
1-2-3-6-10__3-6-7-8-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-6-10__3-6-8-10	2	0.0219804374107	5	0.00761951204645	2	0.0514535631592	8	0.0276357606743
1-2-3-6-10__3-6-8-9-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-6-10__3-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__4	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__4-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__4-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__4-5-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-10__4-6-10	0	0	6	0.00914341445574	0	0	7	0.02418129059
1-2-3-6-10__4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__4-6-8-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-2-3-6-10__4-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__4-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__4-8-10	0	0	8	0.0121912192743	1	0.0257267815796	7	0.02418129059
1-2-3-6-10__4-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-10__6-7-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-2-3-6-10__6-8-10	2	0.0219804374107	0	0	0	0	2	0.00690894016858
1-2-3-6-10__8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-10__9	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-7-10__1-2-3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-7-10__1-2-4-6-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-6-7-10__1-2-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-7-10__1-2-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-7-10__1-3-4-8-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-7-10__1-3-5-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-7-10__1-3-6-10	0	0	0	0	0	0	2	0.00690894016858
1-2-3-6-7-10__1-4-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-7-10__1-4-8-10	0	0	2	0.00304780481858	0	0	0	0
1-2-3-6-7-10__2-3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-7-10__2-3-6-8-10	0	0	0	0	0	0	2	0.00690894016858
1-2-3-6-7-10__2-4-5-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-2-3-6-7-10__2-4-6-10	0	0	0	0	0	0	1	0.00345447008429
1-2-3-6-7-10__2-4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-7-10__2-4-6-8-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-2-3-6-7-10__2-4-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-6-7-10__2-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-6-7-10__2-6-7-10	0	0	0	0	0	0	2	0.00690894016858
1-2-3-6-7-10__2-6-8-10	0	0	1	0.00152390240929	0	0	2	0.00690894016858
1-2-3-6-7-10__2-6-8-9-10	0	0	0	0	1	0.0257267815796	0	0
1-2-3-6-7-10__3-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-2-3-6-7-10__3-6-10	0	0	2	0.00304780481858	0	0	4	0.0138178803372
1-2-3-6-7-10__3-6-7-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-2-3-6-7-10__3-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
